CONTENT,CLASS,content_lower,content_lower_rn,content_tokenized,content_filter,content_normalized,content_stopwords,content_stemm,content_clean
Check my channel please! And listen to the best music ever :P﻿,1,check my channel please! and listen to the best music ever :p﻿,check my channel please and listen to the best music ever p,"['check', 'my', 'channel', 'please', 'and', 'listen', 'to', 'the', 'best', 'music', 'ever', 'p']","['check', 'my', 'channel', 'please', 'and', 'listen', 'to', 'the', 'best', 'music', 'ever']","['check', 'my', 'channel', 'please', 'and', 'listen', 'to', 'the', 'best', 'music', 'ever']","['check', 'channel', 'please', 'listen', 'best', 'music', 'ever']","['check', 'channel', 'pleas', 'listen', 'best', 'music', 'ever']","['check', 'channel', 'pleas', 'listen', 'best', 'music', 'ever']"
SUB 4 SUB PLEASE LIKE THIS COMMENT I WANT A SUCCESFULL YOUTUBE SO PPLEASE LIKE THIS  COMMENT AND SUBSCRIBE IT ONLY TAKES 10 SECONDS PLEASE IF YOU SUBSCRIBE ILL  SUBSCRIBE BACK THANKS﻿,1,sub 4 sub please like this comment i want a succesfull youtube so pplease like this  comment and subscribe it only takes 10 seconds please if you subscribe ill  subscribe back thanks﻿,sub numeric sub please like this comment i want a succesfull youtube so pplease like this comment and subscribe it only takes numeric seconds please if you subscribe ill subscribe back thanks,"['sub', 'numeric', 'sub', 'please', 'like', 'this', 'comment', 'i', 'want', 'a', 'succesfull', 'youtube', 'so', 'pplease', 'like', 'this', 'comment', 'and', 'subscribe', 'it', 'only', 'takes', 'numeric', 'seconds', 'please', 'if', 'you', 'subscribe', 'ill', 'subscribe', 'back', 'thanks']","['sub', 'numeric', 'sub', 'please', 'like', 'this', 'comment', 'i', 'want', 'a', 'succesfull', 'youtube', 'so', 'pplease', 'like', 'this', 'comment', 'and', 'subscribe', 'it', 'only', 'takes', 'numeric', 'seconds', 'please', 'if', 'you', 'subscribe', 'ill', 'subscribe', 'back', 'thanks']","['sub', 'numeric', 'sub', 'please', 'like', 'this', 'comment', 'i', 'want', 'a', 'succesfull', 'youtube', 'so', 'pplease', 'like', 'this', 'comment', 'and', 'subscribe', 'it', 'only', 'takes', 'numeric', 'seconds', 'please', 'if', 'you', 'subscribe', 'i will', 'subscribe', 'back', 'thanks']","['sub', 'numeric', 'sub', 'please', 'like', 'comment', 'want', 'succesfull', 'youtube', 'pplease', 'like', 'comment', 'subscribe', 'takes', 'numeric', 'seconds', 'please', 'subscribe', 'i will', 'subscribe', 'back', 'thanks']","['sub', 'numer', 'sub', 'pleas', 'like', 'comment', 'want', 'succesful', 'youtub', 'ppleas', 'like', 'comment', 'subscrib', 'take', 'numer', 'second', 'pleas', 'subscrib', 'i wil', 'subscrib', 'back', 'thank']","['sub', 'numer', 'sub', 'pleas', 'like', 'comment', 'want', 'succesful', 'youtub', 'ppleas', 'like', 'comment', 'subscrib', 'take', 'numer', 'second', 'pleas', 'subscrib', 'i wil', 'subscrib', 'back', 'thank']"
" Hey everyone!! I have just started my first YT channel i would be grateful  if some of you peoples could check out my first clip in BF4! and give me  some advice on how my video was and how i could improve it. ALSO be sure to  go check out the about to see what Im all about. Thanks for your time :) .  and to haters... You Hate, I WIN﻿",1," hey everyone!! i have just started my first yt channel i would be grateful  if some of you peoples could check out my first clip in bf4! and give me  some advice on how my video was and how i could improve it. also be sure to  go check out the about to see what im all about. thanks for your time :) .  and to haters... you hate, i win﻿",hey everyone i have just started my first yt channel i would be grateful if some of you peoples could check out my first clip in bf4 and give me some advice on how my video was and how i could improve it also be sure to go check out the about to see what im all about thanks for your time and to haters you hate i win :),"['hey', 'everyone', 'i', 'have', 'just', 'started', 'my', 'first', 'yt', 'channel', 'i', 'would', 'be', 'grateful', 'if', 'some', 'of', 'you', 'peoples', 'could', 'check', 'out', 'my', 'first', 'clip', 'in', 'bf4', 'and', 'give', 'me', 'some', 'advice', 'on', 'how', 'my', 'video', 'was', 'and', 'how', 'i', 'could', 'improve', 'it', 'also', 'be', 'sure', 'to', 'go', 'check', 'out', 'the', 'about', 'to', 'see', 'what', 'im', 'all', 'about', 'thanks', 'for', 'your', 'time', 'and', 'to', 'haters', 'you', 'hate', 'i', 'win', ':', ')']","['hey', 'everyone', 'i', 'have', 'just', 'started', 'my', 'first', 'channel', 'i', 'would', 'be', 'grateful', 'if', 'some', 'of', 'you', 'peoples', 'could', 'check', 'out', 'my', 'first', 'clip', 'in', 'bf4', 'and', 'give', 'me', 'some', 'advice', 'on', 'how', 'my', 'video', 'was', 'and', 'how', 'i', 'could', 'improve', 'it', 'also', 'be', 'sure', 'to', 'go', 'check', 'out', 'the', 'about', 'to', 'see', 'what', 'all', 'about', 'thanks', 'for', 'your', 'time', 'and', 'to', 'haters', 'you', 'hate', 'i', 'win']","['hello', 'everyone', 'i', 'have', 'just', 'started', 'my', 'first', 'channel', 'i', 'would', 'be', 'grateful', 'if', 'some', 'of', 'you', 'people', 'could', 'check', 'out', 'my', 'first', 'clip', 'in', 'bf4', 'and', 'give', 'me', 'some', 'advice', 'on', 'how', 'my', 'video', 'was', 'and', 'how', 'i', 'could', 'improve', 'it', 'also', 'be', 'sure', 'to', 'go', 'check', 'out', 'the', 'about', 'to', 'see', 'what', 'all', 'about', 'thanks', 'for', 'your', 'time', 'and', 'to', 'haters', 'you', 'hate', 'i', 'win']","['hello', 'everyone', 'started', 'first', 'channel', 'would', 'grateful', 'people', 'could', 'check', 'first', 'clip', 'bf4', 'give', 'advice', 'video', 'could', 'improve', 'also', 'sure', 'go', 'check', 'see', 'thanks', 'time', 'haters', 'hate', 'win']","['hello', 'everyon', 'start', 'first', 'channel', 'would', 'grate', 'peopl', 'could', 'check', 'first', 'clip', 'bf4', 'give', 'advic', 'video', 'could', 'improv', 'also', 'sure', 'go', 'check', 'see', 'thank', 'time', 'hater', 'hate', 'win']","['hello', 'everyon', 'start', 'first', 'channel', 'would', 'grate', 'peopl', 'could', 'check', 'first', 'clip', 'bf4', 'give', 'advic', 'video', 'could', 'improv', 'also', 'sure', 'go', 'check', 'see', 'thank', 'time', 'hater', 'hate', 'win']"
"The projects After Effects, Music, Foto, Web sites and another you can find  and buy here  http://audiojungle.net/user/EugeneKalinin/portfolio?ref=EugeneKalinin﻿",1,"the projects after effects, music, foto, web sites and another you can find  and buy here  http://audiojungle.net/user/eugenekalinin/portfolio?ref=eugenekalinin﻿",the projects after effects music foto web sites and another you can find and buy here url,"['the', 'projects', 'after', 'effects', 'music', 'foto', 'web', 'sites', 'and', 'another', 'you', 'can', 'find', 'and', 'buy', 'here', 'url']","['the', 'projects', 'after', 'effects', 'music', 'foto', 'web', 'sites', 'and', 'another', 'you', 'can', 'find', 'and', 'buy', 'here', 'url']","['the', 'projects', 'after', 'effects', 'music', 'foto', 'web', 'sites', 'and', 'another', 'you', 'can', 'find', 'and', 'buy', 'here', 'url']","['projects', 'effects', 'music', 'foto', 'web', 'sites', 'another', 'find', 'buy', 'url']","['project', 'effect', 'music', 'foto', 'web', 'site', 'anoth', 'find', 'buy', 'url']","['project', 'effect', 'music', 'foto', 'web', 'site', 'anoth', 'find', 'buy', 'url']"
YouTube/codytolleson for awesome videos I'll subscribe back ﻿,1,youtube/codytolleson for awesome videos i'll subscribe back ﻿,youtube codytolleson for awesome videos i'll subscribe back,"['youtube', 'codytolleson', 'for', 'awesome', 'videos', 'i', ""'ll"", 'subscribe', 'back']","['youtube', 'codytolleson', 'for', 'awesome', 'videos', 'i', ""'ll"", 'subscribe', 'back']","['youtube', 'codytolleson', 'for', 'awesome', 'video', 'i', 'will', 'subscribe', 'back']","['youtube', 'codytolleson', 'awesome', 'video', 'subscribe', 'back']","['youtub', 'codytolleson', 'awesom', 'video', 'subscrib', 'back']","['youtub', 'codytolleson', 'awesom', 'video', 'subscrib', 'back']"
if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel﻿,1,if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel﻿,if you like roblox minecraft world of warcraft gta5 mario suscribe to my channel,"['if', 'you', 'like', 'roblox', 'minecraft', 'world', 'of', 'warcraft', 'gta5', 'mario', 'suscribe', 'to', 'my', 'channel']","['if', 'you', 'like', 'roblox', 'minecraft', 'world', 'of', 'warcraft', 'gta5', 'mario', 'suscribe', 'to', 'my', 'channel']","['if', 'you', 'like', 'roblox', 'minecraft', 'world', 'of', 'warcraft', 'gta5', 'mario', 'subscribe', 'to', 'my', 'channel']","['like', 'roblox', 'minecraft', 'world', 'warcraft', 'gta5', 'mario', 'subscribe', 'channel']","['like', 'roblox', 'minecraft', 'world', 'warcraft', 'gta5', 'mario', 'subscrib', 'channel']","['like', 'roblox', 'minecraft', 'world', 'warcraft', 'gta5', 'mario', 'subscrib', 'channel']"
SUBSCRIBE TO ME AND I'LL SUBSCRIBE TO YOU! (Must like - cZFcxsn0jnQ) ﻿,1,subscribe to me and i'll subscribe to you! (must like - czfcxsn0jnq) ﻿,subscribe to me and i'll subscribe to you must like czfcxsn0jnq,"['subscribe', 'to', 'me', 'and', 'i', ""'ll"", 'subscribe', 'to', 'you', 'must', 'like', 'czfcxsn0jnq']","['subscribe', 'to', 'me', 'and', 'i', ""'ll"", 'subscribe', 'to', 'you', 'must', 'like']","['subscribe', 'to', 'me', 'and', 'i', 'will', 'subscribe', 'to', 'you', 'must', 'like']","['subscribe', 'subscribe', 'must', 'like']","['subscrib', 'subscrib', 'must', 'like']","['subscrib', 'subscrib', 'must', 'like']"
http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,1,http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,url come follow and watch my stream,"['url', 'come', 'follow', 'and', 'watch', 'my', 'stream']","['url', 'come', 'follow', 'and', 'watch', 'my', 'stream']","['url', 'come', 'follow', 'and', 'watch', 'my', 'stream']","['url', 'come', 'follow', 'watch', 'stream']","['url', 'come', 'follow', 'watch', 'stream']","['url', 'come', 'follow', 'watch', 'stream']"
"if you like raw talent, raw lyrics, straight real hip hop Everyone check my newest sound  Dizzy X - Got the Juice (Prod by. Drugs the Model Citizen)   COMMENT TELL ME WHAT YOU THINK  DONT BE LAZY!!!!  - 1/7 Prophetz﻿",1,"if you like raw talent, raw lyrics, straight real hip hop everyone check my newest sound  dizzy x - got the juice (prod by. drugs the model citizen)   comment tell me what you think  dont be lazy!!!!  - 1/7 prophetz﻿",if you like raw talent raw lyrics straight real hip hop everyone check my newest sound dizzy x got the juice prod by drugs the model citizen comment tell me what you think dont be lazy numeric prophetz,"['if', 'you', 'like', 'raw', 'talent', 'raw', 'lyrics', 'straight', 'real', 'hip', 'hop', 'everyone', 'check', 'my', 'newest', 'sound', 'dizzy', 'x', 'got', 'the', 'juice', 'prod', 'by', 'drugs', 'the', 'model', 'citizen', 'comment', 'tell', 'me', 'what', 'you', 'think', 'dont', 'be', 'lazy', 'numeric', 'prophetz']","['if', 'you', 'like', 'raw', 'talent', 'raw', 'lyrics', 'straight', 'real', 'hip', 'hop', 'everyone', 'check', 'my', 'newest', 'sound', 'dizzy', 'got', 'the', 'juice', 'prod', 'by', 'drugs', 'the', 'model', 'citizen', 'comment', 'tell', 'me', 'what', 'you', 'think', 'dont', 'be', 'lazy', 'numeric', 'prophetz']","['if', 'you', 'like', 'raw', 'talent', 'raw', 'lyrics', 'straight', 'real', 'hip', 'hop', 'everyone', 'check', 'my', 'newest', 'sound', 'dizzy', 'got', 'the', 'juice', 'prod', 'by', 'drugs', 'the', 'model', 'citizen', 'comment', 'tell', 'me', 'what', 'you', 'think', 'do not', 'be', 'lazy', 'numeric', 'prophetz']","['like', 'raw', 'talent', 'raw', 'lyrics', 'straight', 'real', 'hip', 'hop', 'everyone', 'check', 'newest', 'sound', 'dizzy', 'got', 'juice', 'prod', 'drugs', 'model', 'citizen', 'comment', 'tell', 'think', 'do not', 'lazy', 'numeric', 'prophetz']","['like', 'raw', 'talent', 'raw', 'lyric', 'straight', 'real', 'hip', 'hop', 'everyon', 'check', 'newest', 'sound', 'dizzi', 'got', 'juic', 'prod', 'drug', 'model', 'citizen', 'comment', 'tell', 'think', 'do not', 'lazi', 'numer', 'prophetz']","['like', 'raw', 'talent', 'raw', 'lyric', 'straight', 'real', 'hip', 'hop', 'everyon', 'check', 'newest', 'sound', 'dizzi', 'got', 'juic', 'prod', 'drug', 'model', 'citizen', 'comment', 'tell', 'think', 'do not', 'lazi', 'numer', 'prophetz']"
....subscribe......  ......to my........  .....channel.......﻿,1,....subscribe......  ......to my........  .....channel.......﻿,subscribe to my channel,"['subscribe', 'to', 'my', 'channel']","['subscribe', 'to', 'my', 'channel']","['subscribe', 'to', 'my', 'channel']","['subscribe', 'channel']","['subscrib', 'channel']","['subscrib', 'channel']"
"now its 1,884,034,783 views! pls. comment the view count the next hour :P﻿",0,"now its 1,884,034,783 views! pls. comment the view count the next hour :p﻿",now its numeric views pls comment the view count the next hour p,"['now', 'its', 'numeric', 'views', 'pls', 'comment', 'the', 'view', 'count', 'the', 'next', 'hour', 'p']","['now', 'its', 'numeric', 'views', 'pls', 'comment', 'the', 'view', 'count', 'the', 'next', 'hour']","['now', 'it is', 'numeric', 'views', 'pls', 'comment', 'the', 'view', 'count', 'the', 'next', 'hour']","['it is', 'numeric', 'views', 'pls', 'comment', 'view', 'count', 'next', 'hour']","['it i', 'numer', 'view', 'pls', 'comment', 'view', 'count', 'next', 'hour']","['it i', 'numer', 'view', 'pls', 'comment', 'view', 'count', 'next', 'hour']"
http://www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/?cXPZpgb ﻿,1,http://www.avaaz.org/po/petition/youtube_corporation_fox_broadcasting_company_anular_os_strikes_no_canal_nostalgia/?cxpzpgb ﻿,url,['url'],['url'],['url'],['url'],['url'],['url']
go here to check the views :3﻿,0,go here to check the views :3﻿,go here to check the views numeric,"['go', 'here', 'to', 'check', 'the', 'views', 'numeric']","['go', 'here', 'to', 'check', 'the', 'views', 'numeric']","['go', 'here', 'to', 'check', 'the', 'views', 'numeric']","['go', 'check', 'views', 'numeric']","['go', 'check', 'view', 'numer']","['go', 'check', 'view', 'numer']"
thumbs up if u checked this video to see hw views it got﻿,0,thumbs up if u checked this video to see hw views it got﻿,thumbs up if u checked this video to see hw views it got,"['thumbs', 'up', 'if', 'u', 'checked', 'this', 'video', 'to', 'see', 'hw', 'views', 'it', 'got']","['thumbs', 'up', 'if', 'checked', 'this', 'video', 'to', 'see', 'views', 'it', 'got']","['thumbs', 'up', 'if', 'checked', 'this', 'video', 'to', 'see', 'views', 'it', 'got']","['thumbs', 'checked', 'video', 'see', 'views', 'got']","['thumb', 'check', 'video', 'see', 'view', 'got']","['thumb', 'check', 'video', 'see', 'view', 'got']"
Plz subscribe to my channel and I will subscribe back xx﻿,1,plz subscribe to my channel and i will subscribe back xx﻿,plz subscribe to my channel and i will subscribe back xx,"['plz', 'subscribe', 'to', 'my', 'channel', 'and', 'i', 'will', 'subscribe', 'back', 'xx']","['plz', 'subscribe', 'to', 'my', 'channel', 'and', 'i', 'will', 'subscribe', 'back']","['please', 'subscribe', 'to', 'my', 'channel', 'and', 'i', 'will', 'subscribe', 'back']","['please', 'subscribe', 'channel', 'subscribe', 'back']","['pleas', 'subscrib', 'channel', 'subscrib', 'back']","['pleas', 'subscrib', 'channel', 'subscrib', 'back']"
i check back often to help reach 2x10^9 views and I avoid watching Baby﻿,0,i check back often to help reach 2x10^9 views and i avoid watching baby﻿,i check back often to help reach 2x10 numeric views and i avoid watching baby,"['i', 'check', 'back', 'often', 'to', 'help', 'reach', '2x10', 'numeric', 'views', 'and', 'i', 'avoid', 'watching', 'baby']","['i', 'check', 'back', 'often', 'to', 'help', 'reach', '2x10', 'numeric', 'views', 'and', 'i', 'avoid', 'watching', 'baby']","['i', 'check', 'back', 'often', 'to', 'help', 'reach', 'numeric', 'views', 'and', 'i', 'avoid', 'watching', 'baby']","['check', 'back', 'often', 'help', 'reach', 'numeric', 'views', 'avoid', 'watching', 'baby']","['check', 'back', 'often', 'help', 'reach', 'numer', 'view', 'avoid', 'watch', 'babi']","['check', 'back', 'often', 'help', 'reach', 'numer', 'view', 'avoid', 'watch', 'babi']"
This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,0,this video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,this video will get to numeric billion just because of people checking if it has hit numeric billion yet,"['this', 'video', 'will', 'get', 'to', 'numeric', 'billion', 'just', 'because', 'of', 'people', 'checking', 'if', 'it', 'has', 'hit', 'numeric', 'billion', 'yet']","['this', 'video', 'will', 'get', 'to', 'numeric', 'billion', 'just', 'because', 'of', 'people', 'checking', 'if', 'it', 'has', 'hit', 'numeric', 'billion', 'yet']","['this', 'video', 'will', 'get', 'to', 'numeric', 'billion', 'just', 'because', 'of', 'people', 'checking', 'if', 'it', 'has', 'hit', 'numeric', 'billion', 'yet']","['video', 'get', 'numeric', 'billion', 'people', 'checking', 'hit', 'numeric', 'billion', 'yet']","['video', 'get', 'numer', 'billion', 'peopl', 'check', 'hit', 'numer', 'billion', 'yet']","['video', 'get', 'numer', 'billion', 'peopl', 'check', 'hit', 'numer', 'billion', 'yet']"
